,Source,Target
9556,civic_hacking,data_management
9557,virtualization,data_management
9558,apache,data_management
9559,data_warehouse,data_management
9560,sql_server,data_management
9561,database_development,data_management
9562,django,data_management
9563,business_analytics,data_management
9564,data_warehousing,data_management
9565,mapreduce,data_management
9566,business_intelligence_strategy,data_management
9567,saas_(software_as_a_service),data_management
9568,azure,data_management
9569,programming_in_r,data_visualization
9570,data_warehouses,data_visualization
9571,agile_data_warehousing_and_business_intelligence,data_visualization
9572,data_visualization,data_visualization
9573,d3.js,data_visualization
9574,artificial_intelligence_applications,data_visualization
9575,3d_modeling,data_visualization
9576,hbase,data_visualization
9577,online_marketing,data_visualization
9579,women_in_tech,data_visualization
9580,wearable_technologies,data_visualization
9581,predictive_analytics,data_visualization
9582,computational_biology,data_visualization
9583,nosql,data_visualization
9584,sql,data_visualization
9585,computer_and_information_network_security,data_visualization
9586,java,data_visualization
9587,technology,data_visualization
9588,software_development_technologies,data_visualization
9589,biotechnology,data_visualization
9590,big_data_for_social_media,data_visualization
9591,financial_services,data_visualization
9592,social_coding,data_visualization
9593,fintech,data_visualization
9594,diy_(do_it_yourself),data_visualization
9595,spark,data_visualization
9596,infographics,data_visualization
9597,nodejs,data_visualization
9598,high_performance_computing,data_visualization
9599,visualization,data_visualization
9600,amazon_web_services,data_visualization
9601,marketing_measurement,data_visualization
9602,makers,data_visualization
9604,apache_spark,data_visualization
9605,business_intelligence_tools_and_technology,data_visualization
9606,information_architecture,data_visualization
9607,marketing_analytics,data_visualization
9608,data_integration,data_visualization
9609,cloud_security,data_visualization
9610,ibm,data_visualization
9611,lean,data_visualization
9612,artificial_intelligence,data_visualization
9613,hpc_programming,data_visualization
9614,aws,data_visualization
9616,startup_pitching,data_visualization
9617,data_journalism,data_visualization
9618,database_professionals,data_visualization
9619,graph_databases,data_visualization
9620,network_security,data_visualization
9621,apache_hadoop,data_visualization
9622,volunteering,data_visualization
9623,mongodb,data_visualization
9624,venture_capital,data_visualization
9625,business_intelligence_best_practices,data_visualization
9626,visual_effects_cg_animation,data_visualization
9627,applied_math,data_visualization
9628,data_analysis_and_modeling,data_visualization
9629,gpu_programming,data_visualization
9630,raspberry_pi,data_visualization
9631,social_media,data_visualization
9632,talend,data_visualization
9633,programming_languages,data_visualization
9634,data_science_using_python,data_visualization
9635,etl,data_visualization
9636,data_analysis,data_visualization
9637,white_hat_hacking,data_visualization
9638,r_project_for_statistical_computing,data_visualization
9639,women_in_technology,data_visualization
9640,cybersecurity,data_visualization
9641,bioinformatics,data_visualization
9642,bigdata,data_visualization
9643,pentaho,data_visualization
9645,computer_security,data_visualization
9646,data_quality,data_visualization
9648,scripting,data_visualization
9649,supercomputing,data_visualization
9650,oracle,data_visualization
9652,julia,data_visualization
9653,reporting,data_visualization
9654,scala,data_visualization
9655,neo4j,data_visualization
9656,open_government,data_visualization
9657,distributed_computing,data_visualization
9658,python,data_visualization
9659,facebook,data_visualization
9660,r_users_group,data_visualization
9661,kx,data_visualization
9662,machine_learning,data_visualization
9663,trading,data_visualization
9664,json,data_visualization
9665,marketing,data_visualization
9666,c/c++,data_visualization
9667,using_mongodb_in_the_cloud,data_visualization
9668,artificial_general_intelligence,data_visualization
9669,newsql,data_visualization
9670,software_product_management,data_visualization
9671,statistics_and_data_analysis,data_visualization
9672,genetics,data_visualization
9673,data_center_and_operations_automation,data_visualization
9674,healthcare_professionals,data_visualization
9675,real_time_analytics,data_visualization
9676,statistical_computing,data_visualization
9677,neural_networks,data_visualization
9678,parallel_programming,data_visualization
9679,hadoop,data_visualization
9680,analytics,data_visualization
9681,entrepreneurship,data_visualization
9682,predictive_modeling,data_visualization
9683,intellectual_discussion,data_visualization
9684,graphic_design,data_visualization
9685,applied_statistics,data_visualization
9686,text_analytics,data_visualization
9688,data_analytics,data_visualization
9689,social_media_analytics,data_visualization
9690,d3,data_visualization
9691,google_analytics,data_visualization
9692,algorithms,data_visualization
9693,penetration_testing,data_visualization
9694,innovation,data_visualization
9695,web_design,data_visualization
9696,tableau,data_visualization
9697,lean_startup,data_visualization
9698,data_science,data_visualization
9699,quants,data_visualization
9700,computer_science,data_visualization
9702,data,data_visualization
9703,data_management,data_visualization
9704,qlikview,data_visualization
9705,getting_started_with_python,data_visualization
9706,business_intelligence,data_visualization
9707,computer_graphics,data_visualization
9708,big_data_analytics,data_visualization
9709,data_governance,data_visualization
9710,life_sciences,data_visualization
9711,genomics,data_visualization
9712,illustration,data_visualization
9713,geospatial_technologies,data_visualization
9714,finance,data_visualization
9715,metrics,data_visualization
9716,technology_startups,data_visualization
9717,high_scalability_computing,data_visualization
9718,web_analytics,data_visualization
9719,education_&_technology,data_visualization
9720,robotics,data_visualization
9721,automation,data_visualization
9722,mobile_development,data_visualization
9723,information_visualization,data_visualization
9724,social_media_marketing,data_visualization
9725,hive,data_visualization
9726,functional_programming,data_visualization
9727,image_processing,data_visualization
9728,animation,data_visualization
9729,nonprofit,data_visualization
9730,leveraging_big_data,data_visualization
9731,information_security,data_visualization
9732,civic_engagement_&_technology,data_visualization
9733,computer_vision,data_visualization
9734,open_data,data_visualization
9735,professional_networking,data_visualization
9736,kdb+,data_visualization
9737,business_strategy,data_visualization
9738,courses_and_workshops,data_visualization
9739,business_intelligence_data_warehousing,data_visualization
9740,cloud_networking,data_visualization
9741,linked_data,data_visualization
9742,business_intelligence_in_cloud,data_visualization
9743,cloud_computing,data_visualization
9744,internet_of_things,data_visualization
9745,natural_language_processing,data_visualization
9746,internet_startups,data_visualization
9747,apache_pig,data_visualization
9748,text_mining,data_visualization
9749,data_mining,data_visualization
9750,civic_hacking,data_visualization
9751,machine_intelligence,data_visualization
9752,virtualization,data_visualization
9753,apache,data_visualization
9754,ethical_hacker,data_visualization
9755,gaming,data_visualization
9756,data_warehouse,data_visualization
9757,arduino,data_visualization
9758,iaas_(infrastructure_as_a_service),data_visualization
9759,sql_server,data_visualization
9760,database_development,data_visualization
9761,investing,data_visualization
9762,django,data_visualization
9763,business_analytics,data_visualization
9764,data_warehousing,data_visualization
9765,mapreduce,data_visualization
9766,spatial_data,data_visualization
9767,business_intelligence_strategy,data_visualization
9768,deep_learning,data_visualization
9769,saas_(software_as_a_service),data_visualization
9770,user_experience,data_visualization
9771,twitter,data_visualization
9772,internet_professionals,data_visualization
9773,data_visualization,real_time_analytics
9774,predictive_analytics,real_time_analytics
9775,nosql,real_time_analytics
9777,java,real_time_analytics
9778,technology,real_time_analytics
9779,search_engines,real_time_analytics
9780,"search,_information_retrieval",real_time_analytics
9781,marketing_measurement,real_time_analytics
9783,marketing_analytics,real_time_analytics
9784,ibm,real_time_analytics
9785,lean,real_time_analytics
9786,database_professionals,real_time_analytics
9787,apache_lucene_and_solr_open_source_search,real_time_analytics
9788,bigdata,real_time_analytics
9789,algorithmic_trading,real_time_analytics
9791,machine_learning,real_time_analytics
9792,real_time_analytics,real_time_analytics
9793,statistical_computing,real_time_analytics
9794,hadoop,real_time_analytics
9795,analytics,real_time_analytics
9796,elasticsearch,real_time_analytics
9797,text_analytics,real_time_analytics
9798,data_analytics,real_time_analytics
9799,social_media_analytics,real_time_analytics
9800,couchbase,real_time_analytics
9801,enterprise_search,real_time_analytics
9802,high_frequency_trading,real_time_analytics
9803,lean_startup,real_time_analytics
9804,data_science,real_time_analytics
9805,data_management,real_time_analytics
9806,business_intelligence,real_time_analytics
9807,distributed_systems,real_time_analytics
9808,big_data_analytics,real_time_analytics
9809,metrics,real_time_analytics
9810,technology_startups,real_time_analytics
9811,java_virtual_machine,real_time_analytics
9812,web_&_new_technology,real_time_analytics
9814,leveraging_big_data,real_time_analytics
9815,lucene_solr_nutch_mahout_and_open_source_search,real_time_analytics
9816,cloud_computing,real_time_analytics
9817,monitoring,real_time_analytics
9818,data_mining,real_time_analytics
9820,database_development,real_time_analytics
9821,business_analytics,real_time_analytics
9822,mapreduce,real_time_analytics
10013,data_visualization,nosql
10014,d3.js,nosql
10015,hbase,nosql
10016,postgres,nosql
10017,mobile_user_experience,nosql
10018,predictive_analytics,nosql
10019,nosql,nosql
10020,sql,nosql
10021,java,nosql
10022,technology,nosql
10023,big_data_for_social_media,nosql
10024,riak,nosql
10025,financial_services,nosql
10026,search_engines,nosql
10027,"search,_information_retrieval",nosql
10028,continuous_delivery,nosql
10029,spark,nosql
10030,infographics,nosql
10031,nodejs,nosql
10032,high_performance_computing,nosql
10033,amazon_web_services,nosql
10034,makers,nosql
10035,apache_spark,nosql
10036,bristol,nosql
10037,erlang_programming,nosql
10038,information_architecture,nosql
10040,data_integration,nosql
10041,ibm,nosql
10042,artificial_intelligence,nosql
10043,hpc_programming,nosql
10044,database_professionals,nosql
10045,graph_databases,nosql
10046,apache_lucene_and_solr_open_source_search,nosql
10048,mongodb,nosql
10049,ios_development,nosql
10050,applied_math,nosql
10051,data_analysis_and_modeling,nosql
10052,gpu_programming,nosql
10053,cassandra,nosql
10054,talend,nosql
10055,programming_languages,nosql
10056,etl,nosql
10057,r_project_for_statistical_computing,nosql
10058,html5,nosql
10059,online_advertising,nosql
10060,gpu,nosql
10061,javascript_frameworks,nosql
10062,bigdata,nosql
10063,data_quality,nosql
10064,supercomputing,nosql
10065,oracle,nosql
10066,scala,nosql
10067,neo4j,nosql
10068,software_engineering,nosql
10069,apache_kafka,nosql
10070,distributed_computing,nosql
10071,python,nosql
10072,kx,nosql
10073,mysql,nosql
10074,machine_learning,nosql
10075,json,nosql
10076,xml,nosql
10077,sql_server_integration_services,nosql
10078,web_operations,nosql
10079,c/c++,nosql
10080,using_mongodb_in_the_cloud,nosql
10081,newsql,nosql
10082,statistics_and_data_analysis,nosql
10083,javascript_libraries,nosql
10084,real_time_analytics,nosql
10085,sql_server_reporting_services,nosql
10086,lamp,nosql
10087,statistical_computing,nosql
10088,parallel_programming,nosql
10089,hadoop,nosql
10090,analytics,nosql
10091,entrepreneurship,nosql
10092,elasticsearch,nosql
10093,applied_statistics,nosql
10094,javascript,nosql
10095,text_analytics,nosql
10096,data_analytics,nosql
10097,couchbase,nosql
10098,google_analytics,nosql
10099,gpgpu,nosql
10100,enterprise_search,nosql
10101,backbone.js,nosql
10102,apache_hive,nosql
10103,data_science,nosql
10104,quants,nosql
10105,advanced_sql_server,nosql
10106,computer_science,nosql
10107,data,nosql
10108,data_management,nosql
10109,qlikview,nosql
10111,sql_server_azure,nosql
10112,business_intelligence,nosql
10113,c#,nosql
10114,distributed_systems,nosql
10115,big_data_analytics,nosql
10116,technology_startups,nosql
10117,high_scalability_computing,nosql
10118,web_analytics,nosql
10119,document_databases,nosql
10120,jobs,nosql
10122,education_&_technology,nosql
10123,angularjs,nosql
10124,mobile_development,nosql
10125,postgresql,nosql
10126,hive,nosql
10127,web_&_new_technology,nosql
10128,functional_programming,nosql
10129,sql_server_analysis_services,nosql
10130,linux,nosql
10131,leveraging_big_data,nosql
10132,open_data,nosql
10133,kdb+,nosql
10134,business_strategy,nosql
10135,android_development,nosql
10136,linked_data,nosql
10137,lucene_solr_nutch_mahout_and_open_source_search,nosql
10138,cloud_computing,nosql
10139,monitoring,nosql
10140,internet_of_things,nosql
10141,scalability,nosql
10142,natural_language_processing,nosql
10143,apache_pig,nosql
10144,data_mining,nosql
10145,virtualization,nosql
10146,javascript_applications,nosql
10147,apache,nosql
10148,php,nosql
10149,css,nosql
10150,web_services,nosql
10151,sql_server,nosql
10152,database_development,nosql
10153,solr,nosql
10155,contractors,nosql
10156,business_analytics,nosql
10157,data_warehousing,nosql
10158,mapreduce,nosql
10159,saas_(software_as_a_service),nosql
10160,internet_professionals,nosql
10161,devops,nosql
10162,programming_in_r,hadoop
10163,data_warehouses,hadoop
10164,data_visualization,hadoop
10165,artificial_intelligence_applications,hadoop
10166,hbase,hadoop
10167,postgres,hadoop
10168,mobile_user_experience,hadoop
10169,predictive_analytics,hadoop
10171,nosql,hadoop
10172,sql,hadoop
10173,java,hadoop
10174,technology,hadoop
10175,big_data_for_social_media,hadoop
10176,financial_services,hadoop
10177,search_engines,hadoop
10178,"search,_information_retrieval",hadoop
10179,opscode_chef,hadoop
10180,spark,hadoop
10181,nodejs,hadoop
10182,software_security,hadoop
10183,high_performance_computing,hadoop
10184,amazon_web_services,hadoop
10185,apache_spark,hadoop
10186,business_intelligence_tools_and_technology,hadoop
10187,data_integration,hadoop
10188,cloud_security,hadoop
10189,ibm,hadoop
10190,artificial_intelligence,hadoop
10191,healthcare_innovation,hadoop
10192,hpc_programming,hadoop
10193,aws,hadoop
10194,database_professionals,hadoop
10195,graph_databases,hadoop
10196,apache_lucene_and_solr_open_source_search,hadoop
10197,apache_hadoop,hadoop
10198,mongodb,hadoop
10199,business_intelligence_best_practices,hadoop
10200,ios_development,hadoop
10201,applied_math,hadoop
10202,data_analysis_and_modeling,hadoop
10204,gpu_programming,hadoop
10205,cassandra,hadoop
10206,talend,hadoop
10207,programming_languages,hadoop
10208,data_science_using_python,hadoop
10209,etl,hadoop
10210,r_project_for_statistical_computing,hadoop
10211,online_advertising,hadoop
10212,gpu,hadoop
10213,bioinformatics,hadoop
10214,bigdata,hadoop
10215,pentaho,hadoop
10216,computer_security,hadoop
10217,data_quality,hadoop
10219,supercomputing,hadoop
10220,oracle,hadoop
10221,reporting,hadoop
10222,apache_mesos,hadoop
10223,scala,hadoop
10224,apache_kafka,hadoop
10225,python,hadoop
10226,paas_(platform_as_a_service),hadoop
10227,mysql,hadoop
10228,machine_learning,hadoop
10229,json,hadoop
10230,xml,hadoop
10231,google_technology_user_group,hadoop
10232,using_mongodb_in_the_cloud,hadoop
10233,statistics_and_data_analysis,hadoop
10234,math,hadoop
10235,data_center_and_operations_automation,hadoop
10236,real_time_analytics,hadoop
10237,statistical_computing,hadoop
10238,neural_networks,hadoop
10239,parallel_programming,hadoop
10240,hadoop,hadoop
10241,analytics,hadoop
10242,elasticsearch,hadoop
10243,predictive_modeling,hadoop
10244,applied_statistics,hadoop
10245,javascript,hadoop
10246,text_analytics,hadoop
10247,data_analytics,hadoop
10248,couchbase,hadoop
10249,google_analytics,hadoop
10250,innovation,hadoop
10251,gpgpu,hadoop
10252,enterprise_search,hadoop
10253,apache_hive,hadoop
10254,data_science,hadoop
10255,computer_science,hadoop
10256,data,hadoop
10257,data_management,hadoop
10258,qlikview,hadoop
10259,business_intelligence,hadoop
10260,distributed_systems,hadoop
10261,big_data_analytics,hadoop
10262,data_governance,hadoop
10263,technology_startups,hadoop
10264,high_scalability_computing,hadoop
10265,web_analytics,hadoop
10266,document_databases,hadoop
10267,jobs,hadoop
10268,education_&_technology,hadoop
10269,php_application_development,hadoop
10270,robotics,hadoop
10271,mathematics,hadoop
10272,mobile_development,hadoop
10273,postgresql,hadoop
10274,hive,hadoop
10275,web_&_new_technology,hadoop
10276,functional_programming,hadoop
10277,linux,hadoop
10278,leveraging_big_data,hadoop
10279,information_security,hadoop
10280,network_management_and_monitoring,hadoop
10281,open_data,hadoop
10282,business_strategy,hadoop
10283,android_development,hadoop
10284,business_intelligence_data_warehousing,hadoop
10285,linked_data,hadoop
10286,business_intelligence_in_cloud,hadoop
10287,lucene_solr_nutch_mahout_and_open_source_search,hadoop
10288,cloud_computing,hadoop
10289,monitoring,hadoop
10290,internet_of_things,hadoop
10291,scalability,hadoop
10293,natural_language_processing,hadoop
10294,apache_pig,hadoop
10295,data_mining,hadoop
10296,machine_intelligence,hadoop
10297,virtualization,hadoop
10298,apache,hadoop
10299,php,hadoop
10300,data_warehouse,hadoop
10301,open_source_community,hadoop
10302,iaas_(infrastructure_as_a_service),hadoop
10303,sql_server,hadoop
10304,web_standards,hadoop
10305,database_development,hadoop
10306,solr,hadoop
10307,contractors,hadoop
10308,business_analytics,hadoop
10309,data_warehousing,hadoop
10310,mapreduce,hadoop
10311,spatial_data,hadoop
10312,business_intelligence_strategy,hadoop
10313,deep_learning,hadoop
10314,internet_professionals,hadoop
10315,devops,hadoop
10316,data_visualization,high_scalability_computing
10317,real_life_uses_of_aws_and_cloud_servers,high_scalability_computing
10318,hbase,high_scalability_computing
10319,hackathon,high_scalability_computing
10320,openstack,high_scalability_computing
10321,infrastructure_as_code,high_scalability_computing
10322,predictive_analytics,high_scalability_computing
10323,nosql,high_scalability_computing
10324,sql,high_scalability_computing
10325,java,high_scalability_computing
10326,technology,high_scalability_computing
10327,aws_programming_and_tools,high_scalability_computing
10328,big_data_for_social_media,high_scalability_computing
10329,riak,high_scalability_computing
10330,spark,high_scalability_computing
10331,nodejs,high_scalability_computing
10332,high_performance_computing,high_scalability_computing
10333,amazon_web_services,high_scalability_computing
10334,apache_spark,high_scalability_computing
10335,docker,high_scalability_computing
10336,ec2,high_scalability_computing
10337,hpc_programming,high_scalability_computing
10338,aws,high_scalability_computing
10339,aws_rds,high_scalability_computing
10340,database_professionals,high_scalability_computing
10341,graph_databases,high_scalability_computing
10343,scala_akka,high_scalability_computing
10344,paas:_platform_as_a_service,high_scalability_computing
10345,mongodb,high_scalability_computing
10346,machine-to-machine,high_scalability_computing
10347,web_performance,high_scalability_computing
10348,gpu_programming,high_scalability_computing
10349,cassandra,high_scalability_computing
10350,e-commerce,high_scalability_computing
10351,windows,high_scalability_computing
10352,google_cloud_platform,high_scalability_computing
10353,html5,high_scalability_computing
10354,online_advertising,high_scalability_computing
10355,supercomputing,high_scalability_computing
10356,oracle,high_scalability_computing
10358,scala,high_scalability_computing
10359,neo4j,high_scalability_computing
10360,software_engineering,high_scalability_computing
10361,python,high_scalability_computing
10362,paas_(platform_as_a_service),high_scalability_computing
10363,scala_programming,high_scalability_computing
10364,mysql,high_scalability_computing
10365,aws_design_implementation_and_servicing,high_scalability_computing
10366,machine_learning,high_scalability_computing
10367,json,high_scalability_computing
10368,london,high_scalability_computing
10369,c/c++,high_scalability_computing
10370,using_mongodb_in_the_cloud,high_scalability_computing
10371,lamp,high_scalability_computing
10372,parallel_programming,high_scalability_computing
10373,hadoop,high_scalability_computing
10374,analytics,high_scalability_computing
10375,entrepreneurship,high_scalability_computing
10376,javascript,high_scalability_computing
10377,data_analytics,high_scalability_computing
10378,couchbase,high_scalability_computing
10379,iot_hacking,high_scalability_computing
10380,uk_aws_users,high_scalability_computing
10381,algorithms,high_scalability_computing
10382,apache_hive,high_scalability_computing
10384,data_science,high_scalability_computing
10385,computer_science,high_scalability_computing
10386,cloud_foundry,high_scalability_computing
10387,iot,high_scalability_computing
10388,data_management,high_scalability_computing
10389,business_intelligence,high_scalability_computing
10390,c#,high_scalability_computing
10391,distributed_systems,high_scalability_computing
10392,big_data_analytics,high_scalability_computing
10393,system_administration,high_scalability_computing
10394,high_scalability_computing,high_scalability_computing
10395,education_&_technology,high_scalability_computing
10396,mobile_development,high_scalability_computing
10397,postgresql,high_scalability_computing
10398,hive,high_scalability_computing
10399,functional_programming,high_scalability_computing
10400,computational_science_and_engineering,high_scalability_computing
10401,m2m_devices,high_scalability_computing
10402,linux,high_scalability_computing
10403,leveraging_big_data,high_scalability_computing
10404,open_data,high_scalability_computing
10405,cloud_computing,high_scalability_computing
10406,monitoring,high_scalability_computing
10407,internet_of_things,high_scalability_computing
10408,scalability,high_scalability_computing
10409,apache_pig,high_scalability_computing
10410,data_mining,high_scalability_computing
10411,virtualization,high_scalability_computing
10413,configuration_management,high_scalability_computing
10414,apache,high_scalability_computing
10415,php,high_scalability_computing
10416,uk_software_developers,high_scalability_computing
10417,aws_s3,high_scalability_computing
10418,web_services,high_scalability_computing
10419,iaas_(infrastructure_as_a_service),high_scalability_computing
10420,database_development,high_scalability_computing
10421,solr,high_scalability_computing
10422,business_analytics,high_scalability_computing
10423,mapreduce,high_scalability_computing
10424,saas_(software_as_a_service),high_scalability_computing
10425,azure,high_scalability_computing
10426,devops,high_scalability_computing
10427,online_marketing,online_advertising
10428,nosql,online_advertising
10429,digital_marketing,online_advertising
10430,digital_publishing,online_advertising
10431,database_professionals,online_advertising
10432,media,online_advertising
10433,online_advertising,online_advertising
10434,new_product_development:_software_&_tech,online_advertising
10435,hadoop,online_advertising
10436,advertising_agency_community,online_advertising
10437,technology_startups,online_advertising
10438,high_scalability_computing,online_advertising
10439,professional_networking,online_advertising
10440,scalability,online_advertising
10441,digital_media,online_advertising
10442,internet_startups,online_advertising
10443,new_media,online_advertising
10444,database_development,online_advertising
10445,data_warehouses,database_professionals
10446,data_visualization,database_professionals
10447,hbase,database_professionals
10448,sql_azure,database_professionals
10449,openstack,database_professionals
10450,postgres,database_professionals
10451,mobile_user_experience,database_professionals
10452,predictive_analytics,database_professionals
10453,nosql,database_professionals
10454,sql,database_professionals
10455,java,database_professionals
10456,technology,database_professionals
10457,jboss_enterprise_middleware,database_professionals
10458,postgresql_and_open_source_projects,database_professionals
10459,riak,database_professionals
10460,sql_server_2012,database_professionals
10461,database_professionals,database_professionals
10462,graph_databases,database_professionals
10463,paas:_platform_as_a_service,database_professionals
10464,mongodb,database_professionals
10465,ios_development,database_professionals
10466,sql_integration_services,database_professionals
10467,cassandra,database_professionals
10468,programming_languages,database_professionals
10469,networking_for_job_seekers,database_professionals
10470,r_project_for_statistical_computing,database_professionals
10471,online_advertising,database_professionals
10472,microsoft,database_professionals
10473,bigdata,database_professionals
10475,oracle,database_professionals
10477,career_network,database_professionals
10478,neo4j,database_professionals
10479,r_users_group,database_professionals
10480,kx,database_professionals
10481,windows_azure_platform,database_professionals
10482,mysql,database_professionals
10483,machine_learning,database_professionals
10484,sql_server_integration_services,database_professionals
10485,using_mongodb_in_the_cloud,database_professionals
10486,newsql,database_professionals
10487,data_center_and_operations_automation,database_professionals
10488,real_time_analytics,database_professionals
10489,sql_server_reporting_services,database_professionals
10490,lamp,database_professionals
10491,dba,database_professionals
10492,hadoop,database_professionals
10493,.net,database_professionals
10494,analytics,database_professionals
10495,javascript,database_professionals
10496,text_analytics,database_professionals
10497,data_analytics,database_professionals
10498,couchbase,database_professionals
10499,microsoft_technology,database_professionals
10500,it_infrastructure,database_professionals
10502,data_science,database_professionals
10503,advanced_sql_server,database_professionals
10504,computer_science,database_professionals
10505,data,database_professionals
10506,data_management,database_professionals
10507,sql_server_azure,database_professionals
10508,business_intelligence,database_professionals
10509,c#,database_professionals
10510,distributed_systems,database_professionals
10511,big_data_analytics,database_professionals
10512,system_administration,database_professionals
10513,technology_startups,database_professionals
10514,high_scalability_computing,database_professionals
10515,document_databases,database_professionals
10516,education_&_technology,database_professionals
10517,mobile_development,database_professionals
10518,postgresql,database_professionals
10519,functional_programming,database_professionals
10520,sql_server_analysis_services,database_professionals
10521,linux,database_professionals
10522,leveraging_big_data,database_professionals
10523,red_hat,database_professionals
10524,open_data,database_professionals
10525,kdb+,database_professionals
10526,business_strategy,database_professionals
10527,android_development,database_professionals
10528,cloud_computing,database_professionals
10529,internet_of_things,database_professionals
10530,scalability,database_professionals
10531,data_mining,database_professionals
10532,virtualization,database_professionals
10533,apache,database_professionals
10534,sharepoint,database_professionals
10535,php,database_professionals
10537,data_warehouse,database_professionals
10538,iaas_(infrastructure_as_a_service),database_professionals
10539,sql_server,database_professionals
10540,database_development,database_professionals
10541,middleware,database_professionals
10542,business_analytics,database_professionals
10543,data_warehousing,database_professionals
10544,mapreduce,database_professionals
10545,azure,database_professionals
10546,sql_server_data_mining,database_professionals
10547,openstack,scalability
10548,nosql,scalability
10549,java,scalability
10550,high_performance_computing,scalability
10551,database_professionals,scalability
10552,mongodb,scalability
10553,web_performance,scalability
10554,cassandra,scalability
10555,online_advertising,scalability
10556,oracle,scalability
10557,paas_(platform_as_a_service),scalability
10558,mysql,scalability
10559,hadoop,scalability
10560,data_analytics,scalability
10561,high_scalability_computing,scalability
10562,linux,scalability
10563,cloud_computing,scalability
10564,scalability,scalability
10565,virtualization,scalability
10566,iaas_(infrastructure_as_a_service),scalability
10567,database_development,scalability
10568,solr,scalability
10569,saas_(software_as_a_service),scalability
10570,data_warehouses,database_development
10571,agile_data_warehousing_and_business_intelligence,database_development
10572,data_visualization,database_development
10573,online_marketing,database_development
10574,sql_azure,database_development
10575,openstack,database_development
10576,postgres,database_development
10577,mobile_user_experience,database_development
10578,predictive_analytics,database_development
10579,nosql,database_development
10580,sql,database_development
10581,java,database_development
10582,jboss_enterprise_middleware,database_development
10583,postgresql_and_open_source_projects,database_development
10584,riak,database_development
10585,nodejs,database_development
10586,apache_spark,database_development
10587,business_intelligence_tools_and_technology,database_development
10588,erlang_programming,database_development
10589,information_architecture,database_development
10590,database_professionals,database_development
10591,graph_databases,database_development
10592,paas:_platform_as_a_service,database_development
10593,mongodb,database_development
10594,business_intelligence_best_practices,database_development
10595,ios_development,database_development
10596,sql_integration_services,database_development
10597,programming_languages,database_development
10598,html5,database_development
10599,online_advertising,database_development
10600,microsoft,database_development
10601,bigdata,database_development
10602,oracle,database_development
10603,neo4j,database_development
10604,software_engineering,database_development
10605,asp.net,database_development
10606,kx,database_development
10607,windows_azure_platform,database_development
10608,mysql,database_development
10609,json,database_development
10610,sql_server_integration_services,database_development
10611,using_mongodb_in_the_cloud,database_development
10612,newsql,database_development
10613,data_center_and_operations_automation,database_development
10614,real_time_analytics,database_development
10615,sql_server_reporting_services,database_development
10616,lamp,database_development
10617,dba,database_development
10618,hadoop,database_development
10619,.net,database_development
10620,entrepreneurship,database_development
10621,elasticsearch,database_development
10622,intellectual_discussion,database_development
10623,javascript,database_development
10625,data_analytics,database_development
10626,couchbase,database_development
10627,puppet,database_development
10628,it_infrastructure,database_development
10629,web_design,database_development
10630,data_science,database_development
10631,advanced_sql_server,database_development
10632,computer_science,database_development
10633,data,database_development
10634,data_management,database_development
10635,sql_server_azure,database_development
10636,linux_server,database_development
10637,business_intelligence,database_development
10638,c#,database_development
10639,distributed_systems,database_development
10640,big_data_analytics,database_development
10641,system_administration,database_development
10642,geospatial_technologies,database_development
10643,technology_startups,database_development
10644,high_scalability_computing,database_development
10645,mobile_development,database_development
10646,postgresql,database_development
10647,functional_programming,database_development
10648,sql_server_analysis_services,database_development
10649,linux,database_development
10650,leveraging_big_data,database_development
10651,red_hat,database_development
10652,open_data,database_development
10653,kdb+,database_development
10654,business_strategy,database_development
10655,international_development,database_development
10656,android_development,database_development
10657,business_intelligence_data_warehousing,database_development
10658,business_intelligence_in_cloud,database_development
10659,cloud_computing,database_development
10660,internet_of_things,database_development
10661,scalability,database_development
10662,data_mining,database_development
10663,virtualization,database_development
10665,data_warehouse,database_development
10666,iaas_(infrastructure_as_a_service),database_development
10667,sql_server,database_development
10668,database_development,database_development
10669,middleware,database_development
10670,business_analytics,database_development
10671,data_warehousing,database_development
10672,mapreduce,database_development
10673,spatial_data,database_development
10674,business_intelligence_strategy,database_development
10675,azure,database_development
10676,sql_server_data_mining,database_development
10677,internet_professionals,database_development
10678,quantitative_finance,algorithmic_trading
10680,java,algorithmic_trading
10681,risk_management,algorithmic_trading
10683,artificial_intelligence,algorithmic_trading
10684,algorithmic_trading,algorithmic_trading
10686,machine_learning,algorithmic_trading
10687,trading,algorithmic_trading
10688,real_time_analytics,algorithmic_trading
10689,data_analytics,algorithmic_trading
10690,quantitative_analysis,algorithmic_trading
10691,high_frequency_trading,algorithmic_trading
10692,quants,algorithmic_trading
10693,computer_science,algorithmic_trading
10694,java_virtual_machine,algorithmic_trading
10697,quantitative_finance,quantitative_finance
10698,artificial_intelligence,quantitative_finance
10700,algorithmic_trading,quantitative_finance
10701,machine_learning,quantitative_finance
10702,trading,quantitative_finance
10703,marketing,quantitative_finance
10704,finance_professionals,quantitative_finance
10705,data_analytics,quantitative_finance
10706,quantitative_analysis,quantitative_finance
10707,high_frequency_trading,quantitative_finance
10708,lean_startup,quantitative_finance
10709,quants,quantitative_finance
10710,finance,quantitative_finance
10711,business_strategy,quantitative_finance
10712,data_mining,quantitative_finance
10713,investing,quantitative_finance
10714,quantitative_finance,finance
